tbl,quart,origincity,destcity,origin,destination,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,numrecs
Table 6,20074,27720,37320,"Eugene, Oregon, USA","Houston, Texas, USA",1810,11.19565217,290.312233,UA,38.83495146,255.48075,UA,38.83495146,255.48075,3190
Table 6,20074,27720,38530,"Eugene, Oregon, USA","Indio/Palm Springs, California, USA",796,13.26086957,213.2431148,AS,44.26229508,235.89,UA,29.50819672,187.7475,3191
Table 6,20074,27720,42650,"Eugene, Oregon, USA","Kansas City, Missouri, USA",1503,14.89130435,245.5982482,UA,67.15328467,241.7497826,DL,14.59854015,208.876,3192
Table 6,20074,27720,48880,"Eugene, Oregon, USA","Las Vegas, Nevada, USA",699,118.1521739,139.2201104,G4,45.81416743,92.68355422,G4,45.81416743,92.68355422,3193
Table 6,20074,27720,51410,"Eugene, Oregon, USA","Los Angeles, California, USA",748,126.5217391,170.9156959,AS,49.22680412,169.893822,AS,49.22680412,169.893822,3194
Table 6,20074,27720,57970,"Eugene, Oregon, USA","Minneapolis/St.Paul, Minnesota, USA",1475,25.32608696,285.1616309,NW,24.89270386,308.9603448,US,12.01716738,260.2317857,3195
Table 6,20074,27720,63760,"Eugene, Oregon, USA","New York, New York, USA",2503,41.30434783,277.5089211,UA,54.21052632,280.9349029,DL,12.63157895,236.78,3196
Table 6,20074,27720,65420,"Eugene, Oregon, USA","Oakland, California, USA",445,16.95652174,161.0764103,AS,91.66666667,163.3453846,AA,3.205128205,138.118,3197
Table 6,20074,27720,66180,"Eugene, Oregon, USA","Ontario, California, USA",756,26.52173913,209.6754918,UA,54.50819672,206.2696241,UA,54.50819672,206.2696241,3198
Table 6,20074,27720,66600,"Eugene, Oregon, USA","Orlando, Florida, USA",2542,17.82608696,261.9523781,UA,29.87804878,305.1677551,DL,20.73170732,227.2735294,3199
Table 6,20074,27720,69880,"Eugene, Oregon, USA","Philadelphia, Pennsylvania, USA",2452,18.36956522,283.0146154,UA,53.84615385,303.9436264,DL,21.30177515,185.9911111,3200
Table 6,20074,27720,69980,"Eugene, Oregon, USA","Phoenix, Arizona, USA",952,80.97826087,212.7568188,US,49.12751678,217.56347,DL,11.40939597,188.7198824,3201
Table 6,20074,27720,71790,"Eugene, Oregon, USA","Portland, Oregon, USA",106,15.76086957,114.6904828,AS,74.48275862,128.5846296,UA,25.51724138,74.1345946,3202
Table 6,20074,27720,75500,"Eugene, Oregon, USA","Reno, Nevada, USA",365,10.86956522,165.6879,AS,53,153.2724528,AS,53,153.2724528,3203
Table 6,20074,27720,77850,"Eugene, Oregon, USA","Sacramento, California, USA",384,21.52173913,184.2653535,AS,62.62626263,165.8732258,AS,62.62626263,165.8732258,3204
Table 6,20074,27720,78460,"Eugene, Oregon, USA","St. Louis, Missouri, USA",1734,13.58695652,232.36328,UA,28.8,267.3991667,AA,19.2,184.6316667,3205
Table 6,20074,27720,79070,"Eugene, Oregon, USA","Salt Lake City, Utah, USA",619,17.5,256.3508696,DL,70.1863354,248.9228319,UA,12.42236025,217.7335,3206
Table 6,20074,27720,79520,"Eugene, Oregon, USA","San Diego, California, USA",850,63.80434783,204.6851448,UA,59.4548552,204.3164183,US,11.07325383,161.4895385,3207
Table 6,20074,27720,79830,"Eugene, Oregon, USA","San Francisco, California, USA",451,144.0217391,200.4983623,UA,95.39622642,199.9780854,UA,95.39622642,199.9780854,3208
Table 6,20074,27720,80050,"Eugene, Oregon, USA","San Jose, California, USA",471,10.76086957,174.6218182,AS,87.87878788,174.3178161,AS,87.87878788,174.3178161,3209
Table 6,20074,27720,80650,"Eugene, Oregon, USA","Santa Ana, California, USA",776,36.08695652,200.1257831,UA,67.1686747,193.6952018,UA,67.1686747,193.6952018,3210
Table 6,20074,27720,80690,"Eugene, Oregon, USA","Santa Barbara, California, USA",693,10.54347826,201.0391753,UA,76.28865979,197.7185135,UA,76.28865979,197.7185135,3211
Table 6,20074,27720,82630,"Eugene, Oregon, USA","Seattle, Washington, USA",234,108.5869565,119.795025,AS,97.4974975,120.6701232,AS,97.4974975,120.6701232,3212
Table 6,20074,27720,85290,"Eugene, Oregon, USA","Spokane, Washington, USA",365,22.39130435,151.2385437,AS,93.68932039,153.9306736,UA,1.45631068,75.58333333,3213
Table 6,20074,27720,87870,"Eugene, Oregon, USA","Tampa, Florida, USA",2502,11.08695652,274.65,UA,37.25490196,257.2092105,US,37.25490196,252.8194737,3214
Table 6,20074,27720,91940,"Eugene, Oregon, USA","Tucson, Arizona, USA",1062,18.58695652,250.9409942,US,37.42690059,217.2248438,US,37.42690059,217.2248438,3215
Table 6,20074,27720,96460,"Eugene, Oregon, USA","Washington, D.C., USA",2392,30.54347826,344.0239502,UA,72.24199288,322.566601,UA,72.24199288,322.566601,3216
Table 6,20074,27760,48880,"Eureka/Arcata, California, USA","Las Vegas, Nevada, USA",591,16.19565217,226.4002685,UA,84.56375839,223.8879365,UA,84.56375839,223.8879365,3217
Table 6,20074,27760,51410,"Eureka/Arcata, California, USA","Los Angeles, California, USA",577,114.3478261,162.6608555,AS,74.33460076,159.8490026,AS,74.33460076,159.8490026,3218
Table 6,20074,27760,71790,"Eureka/Arcata, California, USA","Portland, Oregon, USA",327,20.2173913,147.3092473,AS,93.01075269,145.222659,AS,93.01075269,145.222659,3219
Table 6,20074,27760,77850,"Eureka/Arcata, California, USA","Sacramento, California, USA",207,19.13043478,108.8605682,UA,100,108.8605682,UA,100,108.8605682,3220
Table 6,20074,27760,79520,"Eureka/Arcata, California, USA","San Diego, California, USA",685,31.19565217,200.8496864,UA,64.11149826,209.4276087,AS,33.79790941,183.5845361,3221
Table 6,20074,27760,79830,"Eureka/Arcata, California, USA","San Francisco, California, USA",250,41.19565217,242.5372823,UA,98.94459103,241.06744,UA,98.94459103,241.06744,3222
Table 6,20074,27760,82630,"Eureka/Arcata, California, USA","Seattle, Washington, USA",456,21.30434783,191.5213265,AS,70.40816327,185.9447826,AS,70.40816327,185.9447826,3223
Table 6,20074,27800,29420,"Evansville, Indiana, USA","Ft. Lauderdale, Florida, USA",930,14.02173913,234.0352713,DL,73.64341085,237.1396842,NW,17.05426357,216.3236364,3224
Table 6,20074,27800,29540,"Evansville, Indiana, USA","Ft. Myers, Florida, USA",861,12.60869565,215.9185345,DL,68.96551724,209.680625,DL,68.96551724,209.680625,3225
Table 6,20074,27800,37320,"Evansville, Indiana, USA","Houston, Texas, USA",729,17.93478261,277.4844849,DL,40.60606061,273.8629851,AA,10.3030303,242.9217647,3226
Table 6,20074,27800,40140,"Evansville, Indiana, USA","Jacksonville, Florida, USA",618,11.73913044,252.7334259,DL,70.37037037,274.1848684,NW,15.74074074,184.4141177,3227
Table 6,20074,27800,42650,"Evansville, Indiana, USA","Kansas City, Missouri, USA",398,11.19565217,177.2227185,NW,43.68932039,152.5337778,NW,43.68932039,152.5337778,3228
Table 6,20074,27800,48880,"Evansville, Indiana, USA","Las Vegas, Nevada, USA",1527,30.2173913,213.9110432,AA,46.04316547,186.5778906,AA,46.04316547,186.5778906,3229
Table 6,20074,27800,51410,"Evansville, Indiana, USA","Los Angeles, California, USA",1745,28.15217391,267.0410039,AA,42.47104247,271.8826364,DL,39.76833977,263.3982524,3230
Table 6,20074,27800,57970,"Evansville, Indiana, USA","Minneapolis/St.Paul, Minnesota, USA",557,18.91304348,288.8891379,NW,49.42528736,331.8689535,AA,39.65517241,247.0850725,3231
Table 6,20074,27800,63580,"Evansville, Indiana, USA","New Orleans, Louisiana, USA",576,10.2173913,213.5657447,DL,45.74468085,242.4872093,AA,21.27659575,174.005,3232
Table 6,20074,27800,63760,"Evansville, Indiana, USA","New York, New York, USA",758,39.56521739,281.0368956,DL,34.89010989,291.0700787,NW,28.2967033,270.7378641,3233
Table 6,20074,27800,66600,"Evansville, Indiana, USA","Orlando, Florida, USA",753,35.97826087,177.945861,DL,54.98489426,171.984011,DL,54.98489426,171.984011,3234
Table 6,20074,27800,69880,"Evansville, Indiana, USA","Philadelphia, Pennsylvania, USA",673,16.95652174,276.9134615,NW,33.97435897,254.6283019,NW,33.97435897,254.6283019,3235
Table 6,20074,27800,69980,"Evansville, Indiana, USA","Phoenix, Arizona, USA",1408,21.84782609,227.0648756,AA,58.70646766,207.7184746,AA,58.70646766,207.7184746,3236
Table 6,20074,27800,74830,"Evansville, Indiana, USA","Raleigh/Durham, North Carolina, USA",506,15,160.6896377,DL,51.44927536,162.8059155,AA,16.66666667,157.613913,3237
Table 6,20074,27800,79360,"Evansville, Indiana, USA","San Antonio, Texas, USA",859,10.54347826,254.6902062,NW,45.36082474,242.6538636,NW,45.36082474,242.6538636,3238
Table 6,20074,27800,79520,"Evansville, Indiana, USA","San Diego, California, USA",1706,16.08695652,278.9043919,AA,45.94594595,262.6505882,AA,45.94594595,262.6505882,3239
Table 6,20074,27800,79830,"Evansville, Indiana, USA","San Francisco, California, USA",1895,10.86956522,297.7203,AA,42,279.4785714,NW,11,237.6945455,3240
Table 6,20074,27800,82630,"Evansville, Indiana, USA","Seattle, Washington, USA",1866,16.08695652,276.7957432,AA,39.18918919,277.0205172,AS,14.86486487,235.9645455,3241
Table 6,20074,27800,87870,"Evansville, Indiana, USA","Tampa, Florida, USA",751,29.67391304,189.8568865,DL,49.81684982,197.0002941,NW,36.996337,179.7681188,3242
Table 6,20074,27800,96460,"Evansville, Indiana, USA","Washington, D.C., USA",572,12.39130435,264.734386,DL,42.98245614,286.1085714,NW,31.57894737,241.7527778,3243
Table 6,20074,28190,37320,"Fargo, North Dakota, USA","Houston, Texas, USA",1194,14.7826087,355.0072059,NW,76.47058824,331.5122115,NW,76.47058824,331.5122115,3244
Table 6,20074,28190,38490,"Fargo, North Dakota, USA","Indianapolis, Indiana, USA",726,15.2173913,271.0132857,NW,77.14285714,282.03,UA,20,215.8389286,3245
Table 6,20074,28190,42650,"Fargo, North Dakota, USA","Kansas City, Missouri, USA",536,18.36956522,309.7052663,NW,83.43195266,316.6070922,UA,14.79289941,278.1304,3246
Table 6,20074,28190,48880,"Fargo, North Dakota, USA","Las Vegas, Nevada, USA",1205,136.5217391,160.2183201,G4,70.30254777,136.9684145,G4,70.30254777,136.9684145,3247
Table 6,20074,28190,51410,"Fargo, North Dakota, USA","Los Angeles, California, USA",1440,21.19565217,295.1352308,NW,61.53846154,297.7840833,UA,29.23076923,287.3519298,3248
Table 6,20074,28190,57850,"Fargo, North Dakota, USA","Milwaukee, Wisconsin, USA",516,13.26086957,302.7596721,NW,91.80327869,303.9809821,UA,5.737704918,298.2014286,3249
Table 6,20074,28190,57970,"Fargo, North Dakota, USA","Minneapolis/St.Paul, Minnesota, USA",223,45.54347826,222.9568974,NW,100,222.9568974,NW,100,222.9568974,3250
Table 6,20074,28190,62860,"Fargo, North Dakota, USA","Nashville, Tennessee, USA",910,10.97826087,264.7226733,NW,74.25742574,263.1473333,NW,74.25742574,263.1473333,3251
Table 6,20074,28190,63760,"Fargo, North Dakota, USA","New York, New York, USA",1226,34.23913044,300.6307937,NW,71.74603175,304.6524779,UA,21.90476191,278.1221739,3252
Table 6,20074,28190,66600,"Fargo, North Dakota, USA","Orlando, Florida, USA",1525,30.76086957,262.8522968,NW,79.50530035,264.9013778,UA,16.25441696,248.0552174,3253
Table 6,20074,28190,69880,"Fargo, North Dakota, USA","Philadelphia, Pennsylvania, USA",1185,11.73913044,298.4811111,NW,66.66666667,279.6165278,NW,66.66666667,279.6165278,3254
Table 6,20074,28190,69980,"Fargo, North Dakota, USA","Phoenix, Arizona, USA",1225,97.93478261,213.8858491,G4,42.39733629,152.1201571,G4,42.39733629,152.1201571,3255
Table 6,20074,28190,71790,"Fargo, North Dakota, USA","Portland, Oregon, USA",1233,21.73913044,261.2359,NW,65.5,256.0076336,NW,65.5,256.0076336,3256
Table 6,20074,28190,77850,"Fargo, North Dakota, USA","Sacramento, California, USA",1373,13.58695652,293.03752,NW,60,267.2141333,NW,60,267.2141333,3257
Table 6,20074,28190,78460,"Fargo, North Dakota, USA","St. Louis, Missouri, USA",652,17.2826087,324.3755346,NW,79.24528302,308.3669048,NW,79.24528302,308.3669048,3258
Table 6,20074,28190,79070,"Fargo, North Dakota, USA","Salt Lake City, Utah, USA",865,17.60869565,264.6055556,DL,55.55555556,271.5778889,UA,19.13580247,203.1116129,3259
Table 6,20074,28190,79360,"Fargo, North Dakota, USA","San Antonio, Texas, USA",1202,12.5,310.9988696,NW,80,311.9765217,UA,15.65217391,250.9427778,3260
Table 6,20074,28190,79520,"Fargo, North Dakota, USA","San Diego, California, USA",1452,19.56521739,282.5426111,NW,56.66666667,301.2619608,UA,33.33333333,255.2316667,3261
Table 6,20074,28190,79830,"Fargo, North Dakota, USA","San Francisco, California, USA",1450,20.76086957,272.1449215,NW,59.68586387,275.7467544,DL,10.9947644,259.0371429,3262
Table 6,20074,28190,80650,"Fargo, North Dakota, USA","Santa Ana, California, USA",1431,11.63043478,310.2598131,NW,62.61682243,323.8980597,UA,28.03738318,292.0893333,3263
Table 6,20074,28190,82630,"Fargo, North Dakota, USA","Seattle, Washington, USA",1196,40.97826087,307.9593899,NW,81.43236074,307.8626384,NW,81.43236074,307.8626384,3264
Table 6,20074,28190,87870,"Fargo, North Dakota, USA","Tampa, Florida, USA",1519,12.93478261,258.097563,NW,87.39495798,253.9439423,NW,87.39495798,253.9439423,3265
Table 6,20074,28190,96460,"Fargo, North Dakota, USA","Washington, D.C., USA",1143,34.02173913,305.5078275,NW,65.81469649,311.6799515,UA,31.30990415,296.6102041,3266
Table 6,20074,28270,29420,"Fayetteville, Arkansas, USA","Ft. Lauderdale, Florida, USA",1092,26.30434783,268.3107025,DL,38.01652893,278.533587,US,10.33057851,249.8068,3267
Table 6,20074,28270,29540,"Fayetteville, Arkansas, USA","Ft. Myers, Florida, USA",999,17.17391304,198.7390506,AA,57.59493671,186.1536264,AA,57.59493671,186.1536264,3268
Table 6,20074,28270,33460,"Fayetteville, Arkansas, USA","Greensboro/High Point, Nc, USA",802,13.58695652,276.39152,DL,54.4,264.5308824,DL,54.4,264.5308824,3269
Table 6,20074,28270,35510,"Fayetteville, Arkansas, USA","Hartford, Ct/Springfield, Ma, USA",1222,20.86956522,190.8859375,DL,39.58333333,202.4010526,UA,10.41666667,152.341,3270
Table 6,20074,28270,37320,"Fayetteville, Arkansas, USA","Houston, Texas, USA",461,13.36956522,189.6657724,AA,79.67479675,191.4106122,CO,13.00813008,162.351875,3271
Table 6,20074,28270,38490,"Fayetteville, Arkansas, USA","Indianapolis, Indiana, USA",498,23.91304348,169.5773182,AA,62.27272727,159.0589781,AA,62.27272727,159.0589781,3272
Table 6,20074,28270,40140,"Fayetteville, Arkansas, USA","Jacksonville, Florida, USA",831,25,194.1046087,DL,50.86956522,188.9194872,NW,10,152.0334783,3273
Table 6,20074,28270,45540,"Fayetteville, Arkansas, USA","Knoxville, Tennessee, USA",578,10,258.7686957,DL,43.47826087,232.78425,DL,43.47826087,232.78425,3274
Table 6,20074,28270,48880,"Fayetteville, Arkansas, USA","Las Vegas, Nevada, USA",1163,52.06521739,224.1389979,AA,63.0480167,221.4883775,UA,12.94363257,214.3541936,3275
Table 6,20074,28270,49850,"Fayetteville, Arkansas, USA","Lexington/Frankfort, Kentucky, USA",549,10.32608696,165.9626316,DL,38.94736842,155.1172973,NW,28.42105263,153.2492593,3276
Table 6,20074,28270,51410,"Fayetteville, Arkansas, USA","Los Angeles, California, USA",1371,108.9130435,253.4319761,AA,88.0239521,251.5572449,NW,1.596806387,174.8325,3277
Table 6,20074,28270,51510,"Fayetteville, Arkansas, USA","Louisville, Kentucky, USA",490,13.26086957,160.3943443,AA,59.83606557,130.750548,AA,59.83606557,130.750548,3278
Table 6,20074,28270,52470,"Fayetteville, Arkansas, USA","Madison, Wisconsin, USA",542,10.43478261,316.1854167,AA,55.20833333,314.5224528,UA,12.5,259.0033333,3279
Table 6,20074,28270,53970,"Fayetteville, Arkansas, USA","Manchester, New Hampshire, USA",1299,13.15217391,253.3395041,DL,54.54545455,253.6475758,DL,54.54545455,253.6475758,3280
Table 6,20074,28270,57560,"Fayetteville, Arkansas, USA","Miami, Florida, USA",1100,34.23913044,237.7830476,AA,83.49206349,237.6236502,CO,5.079365079,158.595,3281
Table 6,20074,28270,57850,"Fayetteville, Arkansas, USA","Milwaukee, Wisconsin, USA",573,10.76086957,304.7178788,NW,49.4949495,305.5402041,UA,19.19191919,258.831579,3282
Table 6,20074,28270,57970,"Fayetteville, Arkansas, USA","Minneapolis/St.Paul, Minnesota, USA",596,36.30434783,259.5393713,AA,69.76047904,207.6633476,AA,69.76047904,207.6633476,3283
Table 6,20074,28270,62860,"Fayetteville, Arkansas, USA","Nashville, Tennessee, USA",426,23.69565217,279.401422,AA,46.33027523,286.8592079,NW,27.06422018,264.8549153,3284
Table 6,20074,28270,63580,"Fayetteville, Arkansas, USA","New Orleans, Louisiana, USA",493,29.02173913,167.3806742,AA,48.31460674,156.3357364,AA,48.31460674,156.3357364,3285
Table 6,20074,28270,63760,"Fayetteville, Arkansas, USA","New York, New York, USA",1150,154.4565217,330.8480084,AA,67.90992259,348.8755026,UA,1.477832512,194.1495238,3286
Table 6,20074,28270,65420,"Fayetteville, Arkansas, USA","Oakland, California, USA",1541,12.2826087,337.1462832,AA,56.63716814,335.374375,CO,19.46902655,320.3222727,3287
Table 6,20074,28270,66180,"Fayetteville, Arkansas, USA","Ontario, California, USA",1325,37.06521739,193.5109091,AA,63.04985337,201.4434419,CO,15.54252199,159.2832076,3288
Table 6,20074,28270,66600,"Fayetteville, Arkansas, USA","Orlando, Florida, USA",931,55.97826087,247.5956505,AA,34.5631068,250.1388202,NW,13.39805825,228.0757971,3289
Table 6,20074,28270,69880,"Fayetteville, Arkansas, USA","Philadelphia, Pennsylvania, USA",1066,30.76086957,320.780106,AA,32.50883392,299.501087,AA,32.50883392,299.501087,3290
Table 6,20074,28270,69980,"Fayetteville, Arkansas, USA","Phoenix, Arizona, USA",1023,41.41304348,223.1902887,AA,68.24146982,222.9030385,AA,68.24146982,222.9030385,3291
Table 6,20074,28270,70470,"Fayetteville, Arkansas, USA","Pittsburgh, Pennsylvania, USA",816,17.93478261,235.818,DL,41.81818182,215.0888406,DL,41.81818182,215.0888406,3292
Table 6,20074,28270,71790,"Fayetteville, Arkansas, USA","Portland, Oregon, USA",1603,22.06521739,265.3065025,AA,45.32019704,244.393913,AA,45.32019704,244.393913,3293
Table 6,20074,28270,73020,"Fayetteville, Arkansas, USA","Providence, Rhode Island, USA",1283,16.95652174,258.8390385,US,32.69230769,282.7621569,AA,19.23076923,221.1786667,3294
Table 6,20074,28270,74830,"Fayetteville, Arkansas, USA","Raleigh/Durham, North Carolina, USA",868,48.91304348,161.4933556,AA,52.66666667,155.2983122,AA,52.66666667,155.2983122,3295
Table 6,20074,28270,75820,"Fayetteville, Arkansas, USA","Richmond, Virginia, USA",943,11.52173913,325.175283,DL,40.56603774,330.197907,AA,28.30188679,295.3176667,3296
Table 6,20074,28270,77850,"Fayetteville, Arkansas, USA","Sacramento, California, USA",1503,24.02173913,239.0908145,AA,45.70135747,231.930198,DL,12.66968326,228.5625,3297
Table 6,20074,28270,79070,"Fayetteville, Arkansas, USA","Salt Lake City, Utah, USA",1004,18.36956522,296.3885799,DL,42.01183432,319.164507,AA,23.66863905,265.1685,3298
Table 6,20074,28270,79360,"Fayetteville, Arkansas, USA","San Antonio, Texas, USA",524,31.84782609,167.8983959,AA,75.76791809,167.1503604,AA,75.76791809,167.1503604,3299
Table 6,20074,28270,79520,"Fayetteville, Arkansas, USA","San Diego, California, USA",1325,37.39130435,242.0666279,AA,71.51162791,235.3743496,AA,71.51162791,235.3743496,3300
Table 6,20074,28270,79830,"Fayetteville, Arkansas, USA","San Francisco, California, USA",1550,28.36956522,404.0216475,AA,67.81609195,383.3112429,AA,67.81609195,383.3112429,3301
Table 6,20074,28270,80050,"Fayetteville, Arkansas, USA","San Jose, California, USA",1528,20.65217391,257.0146316,AA,81.05263158,250.5388961,AA,81.05263158,250.5388961,3302
Table 6,20074,28270,80650,"Fayetteville, Arkansas, USA","Santa Ana, California, USA",1345,26.19565217,255.4338589,AA,80.49792531,253.0836083,DL,2.074688797,237.048,3303
Table 6,20074,28270,82630,"Fayetteville, Arkansas, USA","Seattle, Washington, USA",1625,37.7173913,260.8045533,AA,51.29682997,263.1796067,NW,10.95100865,216.5094737,3304
Table 6,20074,28270,87870,"Fayetteville, Arkansas, USA","Tampa, Florida, USA",895,31.41304348,236.8913841,DL,37.02422145,236.5528037,AA,30.44982699,226.8502273,3305
Table 6,20074,28270,96460,"Fayetteville, Arkansas, USA","Washington, D.C., USA",963,76.63043478,210.9803688,AA,42.83687943,235.4679139,NW,34.46808511,136.255679,3306
Table 6,20074,28270,97160,"Fayetteville, Arkansas, USA","West Palm Beach, Florida, USA",1066,10.65217391,261.9040816,DL,65.30612245,268.2115625,AA,12.24489796,230.1141667,3307
Table 6,20074,28310,29420,"Fayetteville, North Carolina, USA","Ft. Lauderdale, Florida, USA",619,16.41304348,178.5735099,US,50.99337748,195.6376623,DL,47.01986755,163.4623944,3308
Table 6,20074,28310,37320,"Fayetteville, North Carolina, USA","Houston, Texas, USA",1026,22.17391304,227.0346569,DL,66.66666667,207.7585294,DL,66.66666667,207.7585294,3309
Table 6,20074,28310,38490,"Fayetteville, North Carolina, USA","Indianapolis, Indiana, USA",522,11.52173913,201.924434,US,68.86792453,197.8975343,DL,28.30188679,191.609,3310
Table 6,20074,28310,42650,"Fayetteville, North Carolina, USA","Kansas City, Missouri, USA",922,15.97826087,204.8227211,US,63.94557823,198.4732979,US,63.94557823,198.4732979,3311
Table 6,20074,28310,48880,"Fayetteville, North Carolina, USA","Las Vegas, Nevada, USA",2034,12.82608696,315.2604237,DL,48.30508475,349.245614,US,44.91525424,292.180566,3312
Table 6,20074,28310,51410,"Fayetteville, North Carolina, USA","Los Angeles, California, USA",2243,20.43478261,290.5750532,US,47.87234043,299.023,DL,44.14893617,266.6304819,3313
Table 6,20074,28310,57970,"Fayetteville, North Carolina, USA","Minneapolis/St.Paul, Minnesota, USA",1020,11.41304348,259.0681905,DL,52.38095238,227.2347273,DL,52.38095238,227.2347273,3314
Table 6,20074,28310,62860,"Fayetteville, North Carolina, USA","Nashville, Tennessee, USA",446,20.65217391,260.8833158,US,81.57894737,259.2016774,US,81.57894737,259.2016774,3315
Table 6,20074,28310,63580,"Fayetteville, North Carolina, USA","New Orleans, Louisiana, USA",747,10.65217391,222.5120408,US,51.02040816,213.5538,US,51.02040816,213.5538,3316
Table 6,20074,28310,63760,"Fayetteville, North Carolina, USA","New York, New York, USA",484,26.84782609,214.4255466,US,91.90283401,212.1221145,US,91.90283401,212.1221145,3317
Table 6,20074,28310,66600,"Fayetteville, North Carolina, USA","Orlando, Florida, USA",474,16.19565217,227.1457047,DL,47.65100671,245.3183099,US,46.97986577,205.9544286,3318
Table 6,20074,28310,69880,"Fayetteville, North Carolina, USA","Philadelphia, Pennsylvania, USA",391,18.15217391,187.7928743,US,93.41317365,179.4883974,US,93.41317365,179.4883974,3319
Table 6,20074,28310,69980,"Fayetteville, North Carolina, USA","Phoenix, Arizona, USA",1891,13.69565217,297.0631746,US,74.6031746,292.7515957,US,74.6031746,292.7515957,3320
Table 6,20074,28310,78460,"Fayetteville, North Carolina, USA","St. Louis, Missouri, USA",686,13.04347826,220.452,DL,53.33333333,225.7825,US,45.83333333,214.9181818,3321
Table 6,20074,28310,79360,"Fayetteville, North Carolina, USA","San Antonio, Texas, USA",1205,11.73913044,380.7763889,DL,75,402.5423457,DL,75,402.5423457,3322
Table 6,20074,28310,79520,"Fayetteville, North Carolina, USA","San Diego, California, USA",2195,11.52173913,314.6854717,DL,66.98113208,324.0614085,US,29.24528302,305.4232258,3323
Table 6,20074,28310,79830,"Fayetteville, North Carolina, USA","San Francisco, California, USA",2413,12.06521739,293.5053153,DL,44.14414414,230.2063265,DL,44.14414414,230.2063265,3324
Table 6,20074,28310,82630,"Fayetteville, North Carolina, USA","Seattle, Washington, USA",2384,15.76086957,353.6904138,DL,71.03448276,347.7334952,DL,71.03448276,347.7334952,3325
Table 6,20074,28310,87870,"Fayetteville, North Carolina, USA","Tampa, Florida, USA",529,40.54347826,226.5631635,US,70.50938338,226.8456274,DL,27.3458445,225.4428431,3326
Table 6,20074,28310,96460,"Fayetteville, North Carolina, USA","Washington, D.C., USA",285,13.69565217,337.7060318,US,97.61904762,338.8282114,US,97.61904762,338.8282114,3327
Table 6,20074,28560,51410,"Flagstaff, Arizona, USA","Los Angeles, California, USA",393,11.19565217,161.0129126,US,97.08737864,163.0548,US,97.08737864,163.0548,3328
Table 6,20074,28560,63760,"Flagstaff, Arizona, USA","New York, New York, USA",2089,11.08695652,284.3326471,US,92.15686275,277.3537234,US,92.15686275,277.3537234,3329
Table 6,20074,28560,79520,"Flagstaff, Arizona, USA","San Diego, California, USA",357,11.52173913,159.4969811,US,98.11320755,160.5660577,US,98.11320755,160.5660577,3330
Table 6,20074,28670,29420,"Flint, Michigan, USA","Ft. Lauderdale, Florida, USA",1182,46.08695652,134.8661085,FL,63.44339623,118.6364684,FL,63.44339623,118.6364684,3331
Table 6,20074,28670,29540,"Flint, Michigan, USA","Ft. Myers, Florida, USA",1138,139.2391304,136.1612724,FL,90.24199844,130.8504066,FL,90.24199844,130.8504066,3332
Table 6,20074,28670,34290,"Flint, Michigan, USA","Gulfport/Biloxi, Mississippi, USA",915,11.08695652,170.2015686,DL,43.1372549,167.8838636,FL,41.17647059,148.4164286,3333
Table 6,20074,28670,37320,"Flint, Michigan, USA","Houston, Texas, USA",1119,57.93478261,172.1686492,NW,38.83677298,165.6294203,FL,25.32833021,144.0591111,3334
Table 6,20074,28670,40140,"Flint, Michigan, USA","Jacksonville, Florida, USA",868,33.04347826,150.0938158,FL,54.27631579,136.9074546,FL,54.27631579,136.9074546,3335
Table 6,20074,28670,42650,"Flint, Michigan, USA","Kansas City, Missouri, USA",625,25.86956522,177.5835294,NW,58.82352941,178.4208571,YX,18.48739496,173.0211364,3336
Table 6,20074,28670,48880,"Flint, Michigan, USA","Las Vegas, Nevada, USA",1733,175.8695652,141.9595674,FL,79.29542645,131.0084723,FL,79.29542645,131.0084723,3337
Table 6,20074,28670,51410,"Flint, Michigan, USA","Los Angeles, California, USA",1964,54.23913044,205.2101804,NW,31.26252505,215.9690385,DL,10.22044088,168.7933333,3338
Table 6,20074,28670,52470,"Flint, Michigan, USA","Madison, Wisconsin, USA",283,10.97826087,188.6146535,NW,88.11881188,181.3176405,AA,2.97029703,141.0033333,3339
Table 6,20074,28670,57180,"Flint, Michigan, USA","Memphis, Tennessee, USA",641,25.54347826,170.9658723,NW,65.95744681,177.6983226,FL,17.44680851,150.8646342,3340
Table 6,20074,28670,57560,"Flint, Michigan, USA","Miami, Florida, USA",1200,24.89130435,168.9975546,FL,46.28820961,138.0760377,FL,46.28820961,138.0760377,3341
Table 6,20074,28670,57850,"Flint, Michigan, USA","Milwaukee, Wisconsin, USA",211,76.95652174,195.0754944,YX,85.4519774,203.7380826,NW,13.84180791,144.3857143,3342
Table 6,20074,28670,57970,"Flint, Michigan, USA","Minneapolis/St.Paul, Minnesota, USA",491,33.69565217,195.9529677,NW,52.25806452,206.9333951,AA,22.58064516,175.1961429,3343
Table 6,20074,28670,62860,"Flint, Michigan, USA","Nashville, Tennessee, USA",497,24.13043478,147.8621622,NW,87.38738739,144.2808763,DL,3.153153153,144.0228571,3344
Table 6,20074,28670,63580,"Flint, Michigan, USA","New Orleans, Louisiana, USA",965,17.39130435,167.5446875,FL,48.125,160.2607792,FL,48.125,160.2607792,3345
